length,total,population,start_date,end_date,question,status,count
30 days or less,401,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,261
30 days or less,401,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,140
31 to 60 days,143,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,42
31 to 60 days,143,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,101
61 to 90 days,98,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,38
61 to 90 days,98,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,60
91 to 180 days,207,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,26
91 to 180 days,207,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,181
181 to 365 days,170,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,4
181 to 365 days,170,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,166
366 to 730 Days (1-2 Yrs),113,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),113,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,113
"731 to 1,095 Days (2-3 Yrs)",40,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",40,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,40
"1,096 to 1,460 Days (3-4 Yrs)",30,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",30,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,30
"1,461 to 1,825 Days (5-5 Yrs)",14,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",14,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,14
"More than 1,825 Days (>5 Yrs)",30,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",30,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,30
Data Not Collected,0,all_persons,2020-01-01,2020-01-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2020-01-01,2020-01-31,Q22a1,stayers,0
