conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,15
Mental Health Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,11
Mental Health Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,4
Alcohol Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,8
Alcohol Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,6
Alcohol Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,2
Drug Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,5
Both Alcohol and Drug Use Disorders,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,10
Chronic Health Condition,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,10
Chronic Health Condition,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,0
HIV/AIDS,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,3
HIV/AIDS,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,2
Development Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_start,16
Physical Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_latest_assessment_for_stayers,14
Physical Disability,veterans,2020-01-01,2020-01-31,Q25e,conditions_at_exit_for_leavers,2
