income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2020-01-01,2020-01-31,Q17,income_at_start,258
Earned Income,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,9
Earned Income,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,64
Unemployment Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_start,6
Unemployment Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Unemployment Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,3
Supplemental Security Income (SSI),adults,2020-01-01,2020-01-31,Q17,income_at_start,111
Supplemental Security Income (SSI),adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,23
Supplemental Security Income (SSI),adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,30
Social Security Disability Insurance (SSDI),adults,2020-01-01,2020-01-31,Q17,income_at_start,85
Social Security Disability Insurance (SSDI),adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,12
Social Security Disability Insurance (SSDI),adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,23
VA Service - Connected Disability Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_start,11
VA Service - Connected Disability Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,5
VA Service - Connected Disability Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,3
VA Non-Service Connected Disability Pension,adults,2020-01-01,2020-01-31,Q17,income_at_start,2
VA Non-Service Connected Disability Pension,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,2
VA Non-Service Connected Disability Pension,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_start,2
Private Disability Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Private Disability Insurance,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_start,0
Worker's Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2020-01-01,2020-01-31,Q17,income_at_start,18
Temporary Assistance for Needy Families (TANF),adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Temporary Assistance for Needy Families (TANF),adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,7
General Assistance (GA),adults,2020-01-01,2020-01-31,Q17,income_at_start,0
General Assistance (GA),adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2020-01-01,2020-01-31,Q17,income_at_start,13
Retirement Income from Social Security,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,3
Retirement Income from Social Security,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,4
Pension or retirement income from a former job,adults,2020-01-01,2020-01-31,Q17,income_at_start,4
Pension or retirement income from a former job,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Pension or retirement income from a former job,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Child Support,adults,2020-01-01,2020-01-31,Q17,income_at_start,18
Child Support,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,10
Alimony and other spousal support,adults,2020-01-01,2020-01-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
Other Source,adults,2020-01-01,2020-01-31,Q17,income_at_start,9
Other Source,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-01-01,2020-01-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-01-01,2020-01-31,Q17,income_at_latest_annual_assessment_for_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-01-01,2020-01-31,Q17,income_at_exit_for_leavers,0
