veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_persons,2020-01-01,2020-01-31,Q25a,without_children,16
Chronically Homeless Veteran,16,all_persons,2020-01-01,2020-01-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,16,all_persons,2020-01-01,2020-01-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,33,all_persons,2020-01-01,2020-01-31,Q25a,without_children,27
Non-Chronically Homeless Veteran,33,all_persons,2020-01-01,2020-01-31,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,33,all_persons,2020-01-01,2020-01-31,Q25a,unknown_household_type,1
Not a Veteran,872,all_persons,2020-01-01,2020-01-31,Q25a,without_children,674
Not a Veteran,872,all_persons,2020-01-01,2020-01-31,Q25a,with_children_and_adults,195
Not a Veteran,872,all_persons,2020-01-01,2020-01-31,Q25a,unknown_household_type,3
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-01-01,2020-01-31,Q25a,unknown_household_type,0
Data Not Collected,15,all_persons,2020-01-01,2020-01-31,Q25a,without_children,12
Data Not Collected,15,all_persons,2020-01-01,2020-01-31,Q25a,with_children_and_adults,3
Data Not Collected,15,all_persons,2020-01-01,2020-01-31,Q25a,unknown_household_type,0
