veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_households,2020-01-01,2020-01-31,Q25b,without_children,16
Chronically Homeless Veteran,16,all_households,2020-01-01,2020-01-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,16,all_households,2020-01-01,2020-01-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,31,all_households,2020-01-01,2020-01-31,Q25b,without_children,26
Non-Chronically Homeless Veteran,31,all_households,2020-01-01,2020-01-31,Q25b,with_children_and_adults,4
Non-Chronically Homeless Veteran,31,all_households,2020-01-01,2020-01-31,Q25b,unknown_household_type,1
Not a Veteran,702,all_households,2020-01-01,2020-01-31,Q25b,without_children,579
Not a Veteran,702,all_households,2020-01-01,2020-01-31,Q25b,with_children_and_adults,121
Not a Veteran,702,all_households,2020-01-01,2020-01-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,0,all_households,2020-01-01,2020-01-31,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2020-01-01,2020-01-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2020-01-01,2020-01-31,Q25b,unknown_household_type,0
Data Not Collected,10,all_households,2020-01-01,2020-01-31,Q25b,without_children,10
Data Not Collected,10,all_households,2020-01-01,2020-01-31,Q25b,with_children_and_adults,0
Data Not Collected,10,all_households,2020-01-01,2020-01-31,Q25b,unknown_household_type,0
