living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",122,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,without_children,88
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",122,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_children_and_adults,34
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",122,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",122,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,without_children,2
Transitional housing for homeless persons (including homeless youth),2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,175,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,without_children,161
Place not meant for human habitation,175,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_children_and_adults,14
Place not meant for human habitation,175,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,175,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,5,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,without_children,3
Safe Haven,5,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_children_and_adults,2
Safe Haven,5,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_only_children,0
Safe Haven,5,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,unknown_household_type,0
Host Home,2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,without_children,2
Host Home,2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_children_and_adults,0
Host Home,2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,with_only_children,0
Host Home,2,all_persons,2020-01-01,2020-01-31,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,8
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,5,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,5
Substance abuse treatment facility or detox center,5,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,5,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,5,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,17,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,16
Hospital or other residential non-psychiatric medical facility,17,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,1
Hospital or other residential non-psychiatric medical facility,17,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,17,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",25,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,25
"Jail, prison or juvenile detention facility",25,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
"Jail, prison or juvenile detention facility",25,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",25,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,1
Foster care home or foster care group home,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
Foster care home or foster care group home,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
Foster care home or foster care group home,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,without_children,1
Residential project or halfway house with no homeless criteria,1,all_persons,2020-01-01,2020-01-31,Q15,Institutional Settings,with_children_and_adults,0
