persons_served,total,population,start_date,end_date,question,household_type,count
Adults,936,all_persons,2020-01-01,2020-01-31,Q7a,without_children,729
Adults,936,all_persons,2020-01-01,2020-01-31,Q7a,with_children_and_adults,203
Adults,936,all_persons,2020-01-01,2020-01-31,Q7a,with_only_children,0
Adults,936,all_persons,2020-01-01,2020-01-31,Q7a,unknown_household_type,4
Children,301,all_persons,2020-01-01,2020-01-31,Q7a,without_children,0
Children,301,all_persons,2020-01-01,2020-01-31,Q7a,with_children_and_adults,288
Children,301,all_persons,2020-01-01,2020-01-31,Q7a,with_only_children,13
Children,301,all_persons,2020-01-01,2020-01-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-01-01,2020-01-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-01-01,2020-01-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-01-01,2020-01-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-01-01,2020-01-31,Q7a,unknown_household_type,1
Data Not Collected,8,all_persons,2020-01-01,2020-01-31,Q7a,without_children,0
Data Not Collected,8,all_persons,2020-01-01,2020-01-31,Q7a,with_children_and_adults,0
Data Not Collected,8,all_persons,2020-01-01,2020-01-31,Q7a,with_only_children,0
Data Not Collected,8,all_persons,2020-01-01,2020-01-31,Q7a,unknown_household_type,8
For PSH and RRH - the total persons served who moved into housing,150,all_persons,2020-01-01,2020-01-31,Q7a,without_children,92
For PSH and RRH - the total persons served who moved into housing,150,all_persons,2020-01-01,2020-01-31,Q7a,with_children_and_adults,58
For PSH and RRH - the total persons served who moved into housing,150,all_persons,2020-01-01,2020-01-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,150,all_persons,2020-01-01,2020-01-31,Q7a,unknown_household_type,0
