veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2016-10-01,2016-10-31,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2016-10-01,2016-10-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2016-10-01,2016-10-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_persons,2016-10-01,2016-10-31,Q25a,without_children,7
Non-Chronically Homeless Veteran,11,all_persons,2016-10-01,2016-10-31,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,11,all_persons,2016-10-01,2016-10-31,Q25a,unknown_household_type,0
Not a Veteran,408,all_persons,2016-10-01,2016-10-31,Q25a,without_children,256
Not a Veteran,408,all_persons,2016-10-01,2016-10-31,Q25a,with_children_and_adults,151
Not a Veteran,408,all_persons,2016-10-01,2016-10-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q25a,unknown_household_type,0
Data Not Collected,10,all_persons,2016-10-01,2016-10-31,Q25a,without_children,10
Data Not Collected,10,all_persons,2016-10-01,2016-10-31,Q25a,with_children_and_adults,0
Data Not Collected,10,all_persons,2016-10-01,2016-10-31,Q25a,unknown_household_type,0
