race,total,population,start_date,end_date,question,household_type,count
White,456,all_persons,2016-10-01,2016-10-31,Q12a,without_children,213
White,456,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,240
White,456,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,2
White,456,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,1
"Black, African American, or African",148,all_persons,2016-10-01,2016-10-31,Q12a,without_children,66
"Black, African American, or African",148,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,78
"Black, African American, or African",148,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,4
"Black, African American, or African",148,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
Asian or Asian American,0,all_persons,2016-10-01,2016-10-31,Q12a,without_children,0
Asian or Asian American,0,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,0
Asian or Asian American,0,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
Asian or Asian American,0,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-10-01,2016-10-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-10-01,2016-10-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
Multiple Races,56,all_persons,2016-10-01,2016-10-31,Q12a,without_children,7
Multiple Races,56,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,49
Multiple Races,56,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
Multiple Races,56,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-10-01,2016-10-31,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12a,without_children,1
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12a,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12a,with_only_children,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12a,unknown_household_type,2
