count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,373,111,181,start,2016-10-01,2016-10-31,Q13a2,without_children,76
None,373,111,181,start,2016-10-01,2016-10-31,Q13a2,with_only_children,5
None,373,111,181,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
1 Condition,154,28,15,start,2016-10-01,2016-10-31,Q13a2,without_children,111
1 Condition,154,28,15,start,2016-10-01,2016-10-31,Q13a2,with_only_children,0
1 Condition,154,28,15,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
2 Conditions,76,9,6,start,2016-10-01,2016-10-31,Q13a2,without_children,61
2 Conditions,76,9,6,start,2016-10-01,2016-10-31,Q13a2,with_only_children,0
2 Conditions,76,9,6,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
3+ Conditions,39,3,0,start,2016-10-01,2016-10-31,Q13a2,without_children,36
3+ Conditions,39,3,0,start,2016-10-01,2016-10-31,Q13a2,with_only_children,0
3+ Conditions,39,3,0,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
Condition Unknown,10,3,4,start,2016-10-01,2016-10-31,Q13a2,without_children,3
Condition Unknown,10,3,4,start,2016-10-01,2016-10-31,Q13a2,with_only_children,0
Condition Unknown,10,3,4,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2016-10-01,2016-10-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2016-10-01,2016-10-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,0
Data Not Collected,13,1,6,start,2016-10-01,2016-10-31,Q13a2,without_children,2
Data Not Collected,13,1,6,start,2016-10-01,2016-10-31,Q13a2,with_only_children,1
Data Not Collected,13,1,6,start,2016-10-01,2016-10-31,Q13a2,unknown_household_type,3
