living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",107,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,without_children,68
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",107,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_children_and_adults,39
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",107,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",107,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,without_children,3
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,38,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,without_children,26
Place not meant for human habitation,38,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_children_and_adults,12
Place not meant for human habitation,38,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,38,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,without_children,0
Safe Haven,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_children_and_adults,0
Safe Haven,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_only_children,0
Safe Haven,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2016-10-01,2016-10-31,Q15,Homeless Situations,unknown_household_type,0
