dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,4,all_persons,2016-10-01,2016-10-31,Q14b,without_children,4
Yes,4,all_persons,2016-10-01,2016-10-31,Q14b,with_children_and_adults,0
Yes,4,all_persons,2016-10-01,2016-10-31,Q14b,with_only_children,0
Yes,4,all_persons,2016-10-01,2016-10-31,Q14b,unknown_household_type,0
No,41,all_persons,2016-10-01,2016-10-31,Q14b,without_children,13
No,41,all_persons,2016-10-01,2016-10-31,Q14b,with_children_and_adults,28
No,41,all_persons,2016-10-01,2016-10-31,Q14b,with_only_children,0
No,41,all_persons,2016-10-01,2016-10-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q14b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-10-01,2016-10-31,Q14b,unknown_household_type,0
Data Not Collected,6,all_persons,2016-10-01,2016-10-31,Q14b,without_children,5
Data Not Collected,6,all_persons,2016-10-01,2016-10-31,Q14b,with_children_and_adults,1
Data Not Collected,6,all_persons,2016-10-01,2016-10-31,Q14b,with_only_children,0
Data Not Collected,6,all_persons,2016-10-01,2016-10-31,Q14b,unknown_household_type,0
