persons_served,total,population,start_date,end_date,question,household_type,count
Adults,445,all_persons,2016-10-01,2016-10-31,Q7a,without_children,289
Adults,445,all_persons,2016-10-01,2016-10-31,Q7a,with_children_and_adults,155
Adults,445,all_persons,2016-10-01,2016-10-31,Q7a,with_only_children,0
Adults,445,all_persons,2016-10-01,2016-10-31,Q7a,unknown_household_type,1
Children,218,all_persons,2016-10-01,2016-10-31,Q7a,without_children,0
Children,218,all_persons,2016-10-01,2016-10-31,Q7a,with_children_and_adults,212
Children,218,all_persons,2016-10-01,2016-10-31,Q7a,with_only_children,6
Children,218,all_persons,2016-10-01,2016-10-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,160,all_persons,2016-10-01,2016-10-31,Q7a,without_children,79
For PSH and RRH - the total persons served who moved into housing,160,all_persons,2016-10-01,2016-10-31,Q7a,with_children_and_adults,81
For PSH and RRH - the total persons served who moved into housing,160,all_persons,2016-10-01,2016-10-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,160,all_persons,2016-10-01,2016-10-31,Q7a,unknown_household_type,0
