income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2016-10-01,2016-10-31,Q17,income_at_start,143
Earned Income,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Earned Income,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,29
Unemployment Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_start,3
Unemployment Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
Supplemental Security Income (SSI),adults,2016-10-01,2016-10-31,Q17,income_at_start,70
Supplemental Security Income (SSI),adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,14
Supplemental Security Income (SSI),adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,11
Social Security Disability Insurance (SSDI),adults,2016-10-01,2016-10-31,Q17,income_at_start,51
Social Security Disability Insurance (SSDI),adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,9
Social Security Disability Insurance (SSDI),adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,8
VA Service - Connected Disability Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_start,6
VA Service - Connected Disability Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,1
VA Non-Service Connected Disability Pension,adults,2016-10-01,2016-10-31,Q17,income_at_start,2
VA Non-Service Connected Disability Pension,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,1
Private Disability Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_start,0
Private Disability Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_start,0
Worker's Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2016-10-01,2016-10-31,Q17,income_at_start,10
Temporary Assistance for Needy Families (TANF),adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,3
General Assistance (GA),adults,2016-10-01,2016-10-31,Q17,income_at_start,0
General Assistance (GA),adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2016-10-01,2016-10-31,Q17,income_at_start,7
Retirement Income from Social Security,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,3
Pension or retirement income from a former job,adults,2016-10-01,2016-10-31,Q17,income_at_start,2
Pension or retirement income from a former job,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,1
Child Support,adults,2016-10-01,2016-10-31,Q17,income_at_start,18
Child Support,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,5
Alimony and other spousal support,adults,2016-10-01,2016-10-31,Q17,income_at_start,0
Alimony and other spousal support,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
Other Source,adults,2016-10-01,2016-10-31,Q17,income_at_start,8
Other Source,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-10-01,2016-10-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-10-01,2016-10-31,Q17,income_at_latest_annual_assessment_for_stayers,28
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-10-01,2016-10-31,Q17,income_at_exit_for_leavers,0
