age_group,total,population,start_date,end_date,question,household_type,count
Under 5,82,all_persons,2016-10-01,2016-10-31,Q11,without_children,0
Under 5,82,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,81
Under 5,82,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,1
Under 5,82,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
5 -  12,94,all_persons,2016-10-01,2016-10-31,Q11,without_children,0
5 -  12,94,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,89
5 -  12,94,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,5
5 -  12,94,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
13 - 17,42,all_persons,2016-10-01,2016-10-31,Q11,without_children,0
13 - 17,42,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,42
13 - 17,42,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
13 - 17,42,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
18 - 24,45,all_persons,2016-10-01,2016-10-31,Q11,without_children,17
18 - 24,45,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,28
18 - 24,45,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
18 - 24,45,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
25 - 34,102,all_persons,2016-10-01,2016-10-31,Q11,without_children,40
25 - 34,102,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,62
25 - 34,102,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
25 - 34,102,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
35 - 44,88,all_persons,2016-10-01,2016-10-31,Q11,without_children,44
35 - 44,88,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,44
35 - 44,88,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
35 - 44,88,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
45 - 54,104,all_persons,2016-10-01,2016-10-31,Q11,without_children,86
45 - 54,104,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,17
45 - 54,104,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
45 - 54,104,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,1
55 - 61,66,all_persons,2016-10-01,2016-10-31,Q11,without_children,63
55 - 61,66,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,3
55 - 61,66,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
55 - 61,66,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
62 +,40,all_persons,2016-10-01,2016-10-31,Q11,without_children,39
62 +,40,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,1
62 +,40,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
62 +,40,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q11,without_children,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q11,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q11,with_only_children,0
Data Not Collected,2,all_persons,2016-10-01,2016-10-31,Q11,unknown_household_type,2
