dv_history,total,population,start_date,end_date,question,household_type,count
Yes,52,all_persons,2016-10-01,2016-10-31,Q14a,without_children,22
Yes,52,all_persons,2016-10-01,2016-10-31,Q14a,with_children_and_adults,30
Yes,52,all_persons,2016-10-01,2016-10-31,Q14a,with_only_children,0
Yes,52,all_persons,2016-10-01,2016-10-31,Q14a,unknown_household_type,0
No,363,all_persons,2016-10-01,2016-10-31,Q14a,without_children,239
No,363,all_persons,2016-10-01,2016-10-31,Q14a,with_children_and_adults,124
No,363,all_persons,2016-10-01,2016-10-31,Q14a,with_only_children,0
No,363,all_persons,2016-10-01,2016-10-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2016-10-01,2016-10-31,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2016-10-01,2016-10-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2016-10-01,2016-10-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2016-10-01,2016-10-31,Q14a,unknown_household_type,0
Data Not Collected,27,all_persons,2016-10-01,2016-10-31,Q14a,without_children,25
Data Not Collected,27,all_persons,2016-10-01,2016-10-31,Q14a,with_children_and_adults,1
Data Not Collected,27,all_persons,2016-10-01,2016-10-31,Q14a,with_only_children,0
Data Not Collected,27,all_persons,2016-10-01,2016-10-31,Q14a,unknown_household_type,1
