length,total,population,start_date,end_date,question,status,count
30 days or less,186,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,81
30 days or less,186,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,105
31 to 60 days,100,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,25
31 to 60 days,100,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,75
61 to 90 days,84,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,17
61 to 90 days,84,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,67
91 to 180 days,127,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,25
91 to 180 days,127,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,102
181 to 365 days,48,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,6
181 to 365 days,48,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,42
366 to 730 Days (1-2 Yrs),30,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),30,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,29
"731 to 1,095 Days (2-3 Yrs)",5,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,13
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",59,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",59,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,58
Data Not Collected,0,all_persons,2016-10-01,2016-10-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-10-01,2016-10-31,Q22a1,stayers,0
