ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),607,all_persons,2016-10-01,2016-10-31,Q12b,without_children,264
Non-Hispanic/Non-Latin(a)(o)(x),607,all_persons,2016-10-01,2016-10-31,Q12b,with_children_and_adults,336
Non-Hispanic/Non-Latin(a)(o)(x),607,all_persons,2016-10-01,2016-10-31,Q12b,with_only_children,6
Non-Hispanic/Non-Latin(a)(o)(x),607,all_persons,2016-10-01,2016-10-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),55,all_persons,2016-10-01,2016-10-31,Q12b,without_children,24
Hispanic/Latin(a)(o)(x),55,all_persons,2016-10-01,2016-10-31,Q12b,with_children_and_adults,31
Hispanic/Latin(a)(o)(x),55,all_persons,2016-10-01,2016-10-31,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),55,all_persons,2016-10-01,2016-10-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-10-01,2016-10-31,Q12b,unknown_household_type,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12b,without_children,1
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12b,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12b,with_only_children,0
Data Not Collected,3,all_persons,2016-10-01,2016-10-31,Q12b,unknown_household_type,2
