veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,17,all_persons,2020-12-01,2020-12-31,Q25a,without_children,17
Chronically Homeless Veteran,17,all_persons,2020-12-01,2020-12-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,17,all_persons,2020-12-01,2020-12-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,37,all_persons,2020-12-01,2020-12-31,Q25a,without_children,34
Non-Chronically Homeless Veteran,37,all_persons,2020-12-01,2020-12-31,Q25a,with_children_and_adults,3
Non-Chronically Homeless Veteran,37,all_persons,2020-12-01,2020-12-31,Q25a,unknown_household_type,0
Not a Veteran,883,all_persons,2020-12-01,2020-12-31,Q25a,without_children,714
Not a Veteran,883,all_persons,2020-12-01,2020-12-31,Q25a,with_children_and_adults,165
Not a Veteran,883,all_persons,2020-12-01,2020-12-31,Q25a,unknown_household_type,4
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q25a,unknown_household_type,0
Data Not Collected,16,all_persons,2020-12-01,2020-12-31,Q25a,without_children,13
Data Not Collected,16,all_persons,2020-12-01,2020-12-31,Q25a,with_children_and_adults,3
Data Not Collected,16,all_persons,2020-12-01,2020-12-31,Q25a,unknown_household_type,0
