persons_served,total,population,start_date,end_date,question,household_type,count
Adults,954,all_persons,2020-12-01,2020-12-31,Q7a,without_children,779
Adults,954,all_persons,2020-12-01,2020-12-31,Q7a,with_children_and_adults,171
Adults,954,all_persons,2020-12-01,2020-12-31,Q7a,with_only_children,0
Adults,954,all_persons,2020-12-01,2020-12-31,Q7a,unknown_household_type,4
Children,262,all_persons,2020-12-01,2020-12-31,Q7a,without_children,0
Children,262,all_persons,2020-12-01,2020-12-31,Q7a,with_children_and_adults,246
Children,262,all_persons,2020-12-01,2020-12-31,Q7a,with_only_children,16
Children,262,all_persons,2020-12-01,2020-12-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q7a,unknown_household_type,1
Data Not Collected,9,all_persons,2020-12-01,2020-12-31,Q7a,without_children,0
Data Not Collected,9,all_persons,2020-12-01,2020-12-31,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2020-12-01,2020-12-31,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2020-12-01,2020-12-31,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,142,all_persons,2020-12-01,2020-12-31,Q7a,without_children,93
For PSH and RRH - the total persons served who moved into housing,142,all_persons,2020-12-01,2020-12-31,Q7a,with_children_and_adults,49
For PSH and RRH - the total persons served who moved into housing,142,all_persons,2020-12-01,2020-12-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,142,all_persons,2020-12-01,2020-12-31,Q7a,unknown_household_type,0
