dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,35,all_persons,2020-12-01,2020-12-31,Q14b,without_children,28
Yes,35,all_persons,2020-12-01,2020-12-31,Q14b,with_children_and_adults,7
Yes,35,all_persons,2020-12-01,2020-12-31,Q14b,with_only_children,0
Yes,35,all_persons,2020-12-01,2020-12-31,Q14b,unknown_household_type,0
No,202,all_persons,2020-12-01,2020-12-31,Q14b,without_children,161
No,202,all_persons,2020-12-01,2020-12-31,Q14b,with_children_and_adults,41
No,202,all_persons,2020-12-01,2020-12-31,Q14b,with_only_children,0
No,202,all_persons,2020-12-01,2020-12-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-12-01,2020-12-31,Q14b,unknown_household_type,0
Data Not Collected,13,all_persons,2020-12-01,2020-12-31,Q14b,without_children,12
Data Not Collected,13,all_persons,2020-12-01,2020-12-31,Q14b,with_children_and_adults,1
Data Not Collected,13,all_persons,2020-12-01,2020-12-31,Q14b,with_only_children,0
Data Not Collected,13,all_persons,2020-12-01,2020-12-31,Q14b,unknown_household_type,0
