count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,572,119,197,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,234
None,572,119,197,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,13
None,572,119,197,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,9
1 Condition,282,34,13,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,233
1 Condition,282,34,13,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,0
1 Condition,282,34,13,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,2
2 Conditions,140,6,3,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,131
2 Conditions,140,6,3,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,0
2 Conditions,140,6,3,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,0
3+ Conditions,105,3,0,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,102
3+ Conditions,105,3,0,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,0
3+ Conditions,105,3,0,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,0
Condition Unknown,68,1,1,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,66
Condition Unknown,68,1,1,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,0
Condition Unknown,68,1,1,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,0
Data Not Collected,58,8,32,all_persons,2020-12-01,2020-12-31,Q13a2,without_children,12
Data Not Collected,58,8,32,all_persons,2020-12-01,2020-12-31,Q13a2,with_only_children,3
Data Not Collected,58,8,32,all_persons,2020-12-01,2020-12-31,Q13a2,unknown_household_type,3
