age_group,total,population,start_date,end_date,question,household_type,count
0 - 17,11,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,0
0 - 17,11,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,11
0 - 17,11,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
0 - 17,11,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
18 - 24,3,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,3
18 - 24,3,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,0
18 - 24,3,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
18 - 24,3,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
25 - 34,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,31
25 - 34,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,4
25 - 34,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
25 - 34,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
35 - 44,30,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,28
35 - 44,30,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,2
35 - 44,30,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
35 - 44,30,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
45 - 54,46,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,45
45 - 54,46,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,1
45 - 54,46,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
45 - 54,46,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
55 - 61,31,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,30
55 - 61,31,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,1
55 - 61,31,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
55 - 61,31,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
62 +,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,35
62 +,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,0
62 +,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
62 +,35,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
Data Not Collected,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,without_children,0
Data Not Collected,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_children_and_adults,0
Data Not Collected,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,with_only_children,0
Data Not Collected,0,chronically_homeless,2020-12-01,2020-12-31,Q26d,unknown_household_type,0
