income_range,population,start_date,end_date,question,status,count
No Income,adults,2020-12-01,2020-12-31,Q16,income_at_start,385
No Income,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,59
$1 -  $150,adults,2020-12-01,2020-12-31,Q16,income_at_start,3
$1 -  $150,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2020-12-01,2020-12-31,Q16,income_at_start,6
$151 - $250,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,2
$251 - $500,adults,2020-12-01,2020-12-31,Q16,income_at_start,25
$251 - $500,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,5
$501 - $1000,adults,2020-12-01,2020-12-31,Q16,income_at_start,146
$501 - $1000,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,22
$1001 - $1500,adults,2020-12-01,2020-12-31,Q16,income_at_start,86
$1001 - $1500,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,13
$1001 - $1500,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,12
$1501 - $2000,adults,2020-12-01,2020-12-31,Q16,income_at_start,72
$1501 - $2000,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,13
$2001+,adults,2020-12-01,2020-12-31,Q16,income_at_start,69
$2001+,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,3
$2001+,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,16
Client Doesn't Know/Client Refused,adults,2020-12-01,2020-12-31,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2020-12-01,2020-12-31,Q16,income_at_start,160
Data Not Collected,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,6
Data Not Collected,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,63
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,461
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,241
Number of Adult Stayers without Required Annual Assessment,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2020-12-01,2020-12-31,Q16,income_at_start,954
Total Adults,adults,2020-12-01,2020-12-31,Q16,income_at_latest_annual_assessment_for_stayers,762
Total Adults,adults,2020-12-01,2020-12-31,Q16,income_at_exit_for_leavers,192
