count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_entry,559
No Sources,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,23
No Sources,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_exit_for_leavers,107
1 + Source(s),all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_entry,304
1 + Source(s),all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,35
1 + Source(s),all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_exit_for_leavers,62
Client Doesn't Know/Client Refused,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_entry,2
Client Doesn't Know/Client Refused,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_entry,89
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,704
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-12-01,2020-12-31,Q20b,benefit_at_exit_for_leavers,23
