income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2020-12-01,2020-12-31,Q17,income_at_start,194
Earned Income,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,8
Earned Income,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,35
Unemployment Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_start,5
Unemployment Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Unemployment Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2020-12-01,2020-12-31,Q17,income_at_start,133
Supplemental Security Income (SSI),adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,19
Supplemental Security Income (SSI),adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,26
Social Security Disability Insurance (SSDI),adults,2020-12-01,2020-12-31,Q17,income_at_start,89
Social Security Disability Insurance (SSDI),adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,13
Social Security Disability Insurance (SSDI),adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,16
VA Service - Connected Disability Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_start,7
VA Service - Connected Disability Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,2
VA Service - Connected Disability Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,2
VA Non-Service Connected Disability Pension,adults,2020-12-01,2020-12-31,Q17,income_at_start,5
VA Non-Service Connected Disability Pension,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,2
VA Non-Service Connected Disability Pension,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,1
Private Disability Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_start,0
Private Disability Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_start,0
Worker's Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2020-12-01,2020-12-31,Q17,income_at_start,17
Temporary Assistance for Needy Families (TANF),adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Temporary Assistance for Needy Families (TANF),adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,5
General Assistance (GA),adults,2020-12-01,2020-12-31,Q17,income_at_start,0
General Assistance (GA),adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2020-12-01,2020-12-31,Q17,income_at_start,17
Retirement Income from Social Security,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,4
Retirement Income from Social Security,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,2
Pension or retirement income from a former job,adults,2020-12-01,2020-12-31,Q17,income_at_start,5
Pension or retirement income from a former job,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,1
Child Support,adults,2020-12-01,2020-12-31,Q17,income_at_start,14
Child Support,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,3
Alimony and other spousal support,adults,2020-12-01,2020-12-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,1
Other Source,adults,2020-12-01,2020-12-31,Q17,income_at_start,11
Other Source,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-12-01,2020-12-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-12-01,2020-12-31,Q17,income_at_latest_annual_assessment_for_stayers,60
Adults with Income Information at Start and Annual Assessment/Exit,adults,2020-12-01,2020-12-31,Q17,income_at_exit_for_leavers,0
