"""Total Number of Persons Served""",1157
"""Number of Adults (age 18 or over)""",896
"""Number of Children (under age 18)""",251
"""Number of Persons with Unknown Age""",10
"""Number of Leavers""",212
"""Number of Adult Leavers""",186
"""Number of Adult and Head of Household Leavers""",186
"""Number of Stayers""",945
"""Number of Adult Stayers""",710
"""Number of Veterans""",52
"""Number of Chronically Homeless Persons""",168
"""Number of Youth Under Age 25""",70
"""Number of Parenting Youth Under Age 25 with Children""",15
"""Number of Adult Heads of Household""",744
"""Number of Child and Unknown-Age Heads of Household""",0
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",343
