number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,209
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,20
Adults with Only Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,255
Adults with Only Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,33
Adults with Only Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,18
Adults with Both Earned and Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,32
Adults with Both Earned and Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,0
Adults with No Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,861
Adults with No Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,11
Adults with No Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,106
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,5
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,75
Adults with Missing Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,14
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,744
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,486
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,1442
Total Adults,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,1283
Total Adults,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,159
1 or More Source of Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,561
1 or More Source of Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,43
1 or More Source of Income,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,43
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_annual_assessment_stayers,53
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-07-01,2022-07-31,Q18,number_of_adults_at_exit_leavers,0
