conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,99
Mental Health Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,96
Mental Health Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,24
Alcohol Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,22
Alcohol Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,2
Drug Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,17
Drug Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,17
Drug Use Disorder,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,25
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,25
Both Alcohol and Drug Use Disorders,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,60
Chronic Health Condition,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,57
Chronic Health Condition,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,3
HIV/AIDS,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,5
HIV/AIDS,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,5
HIV/AIDS,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,23
Development Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,23
Development Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_start,68
Physical Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_latest_assessment_for_stayers,66
Physical Disability,chronically_homeless,2022-07-01,2022-07-31,Q26e,conditions_at_exit_for_leavers,2
