income_range,population,start_date,end_date,question,status,count
No Income,adults,2022-07-01,2022-07-31,Q16,income_at_start,597
No Income,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,48
$1 -  $150,adults,2022-07-01,2022-07-31,Q16,income_at_start,6
$1 -  $150,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2022-07-01,2022-07-31,Q16,income_at_start,6
$151 - $250,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2022-07-01,2022-07-31,Q16,income_at_start,32
$251 - $500,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,2
$501 - $1000,adults,2022-07-01,2022-07-31,Q16,income_at_start,151
$501 - $1000,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,13
$501 - $1000,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,11
$1001 - $1500,adults,2022-07-01,2022-07-31,Q16,income_at_start,105
$1001 - $1500,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,14
$1001 - $1500,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,10
$1501 - $2000,adults,2022-07-01,2022-07-31,Q16,income_at_start,100
$1501 - $2000,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,7
$2001+,adults,2022-07-01,2022-07-31,Q16,income_at_start,96
$2001+,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,7
$2001+,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,8
Client Doesn't Know/Client Refused,adults,2022-07-01,2022-07-31,Q16,income_at_start,5
Client Doesn't Know/Client Refused,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,1
Data Not Collected,adults,2022-07-01,2022-07-31,Q16,income_at_start,344
Data Not Collected,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Data Not Collected,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,72
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,744
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,486
Number of Adult Stayers without Required Annual Assessment,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2022-07-01,2022-07-31,Q16,income_at_start,1442
Total Adults,adults,2022-07-01,2022-07-31,Q16,income_at_latest_annual_assessment_for_stayers,1283
Total Adults,adults,2022-07-01,2022-07-31,Q16,income_at_exit_for_leavers,159
