veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,23,all_persons,2022-07-01,2022-07-31,Q25a,without_children,23
Chronically Homeless Veteran,23,all_persons,2022-07-01,2022-07-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,23,all_persons,2022-07-01,2022-07-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,65,all_persons,2022-07-01,2022-07-31,Q25a,without_children,59
Non-Chronically Homeless Veteran,65,all_persons,2022-07-01,2022-07-31,Q25a,with_children_and_adults,6
Non-Chronically Homeless Veteran,65,all_persons,2022-07-01,2022-07-31,Q25a,unknown_household_type,0
Not a Veteran,1320,all_persons,2022-07-01,2022-07-31,Q25a,without_children,1022
Not a Veteran,1320,all_persons,2022-07-01,2022-07-31,Q25a,with_children_and_adults,292
Not a Veteran,1320,all_persons,2022-07-01,2022-07-31,Q25a,unknown_household_type,6
Client Doesn't Know/Client Refused,5,all_persons,2022-07-01,2022-07-31,Q25a,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2022-07-01,2022-07-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2022-07-01,2022-07-31,Q25a,unknown_household_type,0
Data Not Collected,29,all_persons,2022-07-01,2022-07-31,Q25a,without_children,24
Data Not Collected,29,all_persons,2022-07-01,2022-07-31,Q25a,with_children_and_adults,5
Data Not Collected,29,all_persons,2022-07-01,2022-07-31,Q25a,unknown_household_type,0
