length,total,population,start_date,end_date,question,status,count
30 days or less,334,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,190
30 days or less,334,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,144
31 to 60 days,120,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,11
31 to 60 days,120,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,109
61 to 90 days,85,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,9
61 to 90 days,85,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,76
91 to 180 days,268,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,5
91 to 180 days,268,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,263
181 to 365 days,413,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,7
181 to 365 days,413,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,406
366 to 730 Days (1-2 Yrs),206,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),206,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,205
"731 to 1,095 Days (2-3 Yrs)",201,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",201,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,201
"1,096 to 1,460 Days (3-4 Yrs)",177,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",177,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,177
"1,461 to 1,825 Days (5-5 Yrs)",53,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",53,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,53
"More than 1,825 Days (>5 Yrs)",70,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",70,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,70
Data Not Collected,0,all_persons,2022-07-01,2022-07-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2022-07-01,2022-07-31,Q22a1,stayers,0
