count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,803,177,243,stayers,2022-07-01,2022-07-31,Q13c2,without_children,348
None,803,177,243,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,25
None,803,177,243,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,10
1 Condition,356,33,16,stayers,2022-07-01,2022-07-31,Q13c2,without_children,305
1 Condition,356,33,16,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,0
1 Condition,356,33,16,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,2
2 Conditions,144,9,1,stayers,2022-07-01,2022-07-31,Q13c2,without_children,133
2 Conditions,144,9,1,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,0
2 Conditions,144,9,1,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,1
3+ Conditions,117,2,0,stayers,2022-07-01,2022-07-31,Q13c2,without_children,115
3+ Conditions,117,2,0,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,0
3+ Conditions,117,2,0,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,0
Condition Unknown,89,6,5,stayers,2022-07-01,2022-07-31,Q13c2,without_children,77
Condition Unknown,89,6,5,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,1
Condition Unknown,89,6,5,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,6,0,0,stayers,2022-07-01,2022-07-31,Q13c2,without_children,6
Client Doesn't Know/Client Refused,6,0,0,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,6,0,0,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,0
Data Not Collected,189,34,88,stayers,2022-07-01,2022-07-31,Q13c2,without_children,32
Data Not Collected,189,34,88,stayers,2022-07-01,2022-07-31,Q13c2,with_only_children,25
Data Not Collected,189,34,88,stayers,2022-07-01,2022-07-31,Q13c2,unknown_household_type,10
