exit_destination,total,population,start_date,end_date,question,category,household_type,count
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2019-06-01,2019-06-30,Q23c,Permanent Destinations,without_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2019-06-01,2019-06-30,Q23c,Permanent Destinations,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2019-06-01,2019-06-30,Q23c,Permanent Destinations,with_only_children,0
Moved from one HOPWA funded project to HOPWA PH,0,all_persons,2019-06-01,2019-06-30,Q23c,Permanent Destinations,unknown_household_type,0
"Owned by client, no ongoing subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,1
"Owned by client, no ongoing subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Owned by client, no ongoing subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Owned by client, no ongoing subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Owned by client, with ongoing subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Owned by client, with ongoing subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Owned by client, with ongoing subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, no ongoing subsidy",132,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,79
"Rental by client, no ongoing subsidy",132,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,52
"Rental by client, no ongoing subsidy",132,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,1
"Rental by client, no ongoing subsidy",132,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, with VASH subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,1
"Rental by client, with VASH subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Rental by client, with VASH subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Rental by client, with VASH subsidy",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Rental by client, with GPD TIP subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, other ongoing subsidy",16,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,4
"Rental by client, other ongoing subsidy",16,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,12
"Rental by client, other ongoing subsidy",16,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Rental by client, other ongoing subsidy",16,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Staying or living with family, permanent tenure",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,1
"Staying or living with family, permanent tenure",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Staying or living with family, permanent tenure",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Staying or living with family, permanent tenure",1,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Staying or living with friends, permanent tenure",2,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,2
"Staying or living with friends, permanent tenure",2,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Staying or living with friends, permanent tenure",2,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Staying or living with friends, permanent tenure",2,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
Rental by client in a public housing unit,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
Rental by client in a public housing unit,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
Rental by client in a public housing unit,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
Rental by client in a public housing unit,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",21,all_persons,2019-06-01,2019-06-30,Q23c,Temporary Destinations,without_children,21
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",21,all_persons,2019-06-01,2019-06-30,Q23c,Temporary Destinations,with_children_and_adults,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",21,all_persons,2019-06-01,2019-06-30,Q23c,Temporary Destinations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",21,all_persons,2019-06-01,2019-06-30,Q23c,Temporary Destinations,unknown_household_type,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
Moved from one HOPWA funded project to HOPWA TH,0,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2019-06-01,2019-06-30,Q23c,NA,unknown_household_type,0
"Staying or living with family, temporary tenure",26,all_persons,2019-06-01,2019-06-30,Q23c,NA,without_children,26
"Staying or living with family, temporary tenure",26,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_children_and_adults,0
"Staying or living with family, temporary tenure",26,all_persons,2019-06-01,2019-06-30,Q23c,NA,with_only_children,0
