conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,31,1,0,exit,2019-06-01,2019-06-30,Q13b1,without_children,30
Mental Health Disorder,31,1,0,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Mental Health Disorder,31,1,0,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,2,0,0,exit,2019-06-01,2019-06-30,Q13b1,without_children,2
Alcohol Use Disorder,2,0,0,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Alcohol Use Disorder,2,0,0,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Drug Use Disorder,6,0,0,exit,2019-06-01,2019-06-30,Q13b1,without_children,6
Drug Use Disorder,6,0,0,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Drug Use Disorder,6,0,0,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,4,0,0,exit,2019-06-01,2019-06-30,Q13b1,without_children,4
Both Alcohol and Drug Use Disorders,4,0,0,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,4,0,0,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Chronic Health Condition,25,4,2,exit,2019-06-01,2019-06-30,Q13b1,without_children,19
Chronic Health Condition,25,4,2,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Chronic Health Condition,25,4,2,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
HIV/AIDS,3,1,0,exit,2019-06-01,2019-06-30,Q13b1,without_children,2
HIV/AIDS,3,1,0,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
HIV/AIDS,3,1,0,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Development Disability,8,0,1,exit,2019-06-01,2019-06-30,Q13b1,without_children,7
Development Disability,8,0,1,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Development Disability,8,0,1,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
Physical Disability,30,1,1,exit,2019-06-01,2019-06-30,Q13b1,without_children,28
Physical Disability,30,1,1,exit,2019-06-01,2019-06-30,Q13b1,with_only_children,0
Physical Disability,30,1,1,exit,2019-06-01,2019-06-30,Q13b1,unknown_household_type,0
