ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,91,all_households,2019-05-01,2019-05-31,Q26a,without_children,88
Chronically Homeless ,91,all_households,2019-05-01,2019-05-31,Q26a,with_children_and_adults,3
Chronically Homeless ,91,all_households,2019-05-01,2019-05-31,Q26a,with_only_children,0
Chronically Homeless ,91,all_households,2019-05-01,2019-05-31,Q26a,unknown_household_type,0
Not Chronically Homeless,499,all_households,2019-05-01,2019-05-31,Q26a,without_children,408
Not Chronically Homeless,499,all_households,2019-05-01,2019-05-31,Q26a,with_children_and_adults,90
Not Chronically Homeless,499,all_households,2019-05-01,2019-05-31,Q26a,with_only_children,0
Not Chronically Homeless,499,all_households,2019-05-01,2019-05-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,6,all_households,2019-05-01,2019-05-31,Q26a,without_children,6
Client Doesn't Know/Client Refused,6,all_households,2019-05-01,2019-05-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_households,2019-05-01,2019-05-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_households,2019-05-01,2019-05-31,Q26a,unknown_household_type,0
Data Not Collected,11,all_households,2019-05-01,2019-05-31,Q26a,without_children,11
Data Not Collected,11,all_households,2019-05-01,2019-05-31,Q26a,with_children_and_adults,0
Data Not Collected,11,all_households,2019-05-01,2019-05-31,Q26a,with_only_children,0
Data Not Collected,11,all_households,2019-05-01,2019-05-31,Q26a,unknown_household_type,0
