dv_history,total,population,start_date,end_date,question,household_type,count
Yes,185,all_persons,2019-05-01,2019-05-31,Q14a,without_children,144
Yes,185,all_persons,2019-05-01,2019-05-31,Q14a,with_children_and_adults,41
Yes,185,all_persons,2019-05-01,2019-05-31,Q14a,with_only_children,0
Yes,185,all_persons,2019-05-01,2019-05-31,Q14a,unknown_household_type,0
No,513,all_persons,2019-05-01,2019-05-31,Q14a,without_children,414
No,513,all_persons,2019-05-01,2019-05-31,Q14a,with_children_and_adults,97
No,513,all_persons,2019-05-01,2019-05-31,Q14a,with_only_children,0
No,513,all_persons,2019-05-01,2019-05-31,Q14a,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_persons,2019-05-01,2019-05-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2019-05-01,2019-05-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2019-05-01,2019-05-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-05-01,2019-05-31,Q14a,unknown_household_type,0
Data Not Collected,13,all_persons,2019-05-01,2019-05-31,Q14a,without_children,12
Data Not Collected,13,all_persons,2019-05-01,2019-05-31,Q14a,with_children_and_adults,1
Data Not Collected,13,all_persons,2019-05-01,2019-05-31,Q14a,with_only_children,0
Data Not Collected,13,all_persons,2019-05-01,2019-05-31,Q14a,unknown_household_type,0
