persons_served,total,population,start_date,end_date,question,household_type,count
Adults,712,all_persons,2019-05-01,2019-05-31,Q7a,without_children,571
Adults,712,all_persons,2019-05-01,2019-05-31,Q7a,with_children_and_adults,139
Adults,712,all_persons,2019-05-01,2019-05-31,Q7a,with_only_children,0
Adults,712,all_persons,2019-05-01,2019-05-31,Q7a,unknown_household_type,2
Children,220,all_persons,2019-05-01,2019-05-31,Q7a,without_children,0
Children,220,all_persons,2019-05-01,2019-05-31,Q7a,with_children_and_adults,206
Children,220,all_persons,2019-05-01,2019-05-31,Q7a,with_only_children,14
Children,220,all_persons,2019-05-01,2019-05-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q7a,unknown_household_type,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q7a,without_children,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q7a,with_children_and_adults,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q7a,with_only_children,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q7a,unknown_household_type,6
For PSH and RRH - the total persons served who moved into housing,153,all_persons,2019-05-01,2019-05-31,Q7a,without_children,82
For PSH and RRH - the total persons served who moved into housing,153,all_persons,2019-05-01,2019-05-31,Q7a,with_children_and_adults,71
For PSH and RRH - the total persons served who moved into housing,153,all_persons,2019-05-01,2019-05-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,153,all_persons,2019-05-01,2019-05-31,Q7a,unknown_household_type,0
