length,total,population,start_date,end_date,question,status,count
30 days or less,381,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,224
30 days or less,381,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,157
31 to 60 days,110,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,31
31 to 60 days,110,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,79
61 to 90 days,62,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,19
61 to 90 days,62,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,43
91 to 180 days,117,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,16
91 to 180 days,117,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,101
181 to 365 days,110,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,8
181 to 365 days,110,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,102
366 to 730 Days (1-2 Yrs),71,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),71,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,70
"731 to 1,095 Days (2-3 Yrs)",27,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",27,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,27
"1,096 to 1,460 Days (3-4 Yrs)",20,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",20,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,20
"1,461 to 1,825 Days (5-5 Yrs)",6,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",6,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,6
"More than 1,825 Days (>5 Yrs)",34,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",34,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,34
Data Not Collected,0,all_persons,2019-05-01,2019-05-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-05-01,2019-05-31,Q22a1,stayers,0
