dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,40,all_persons,2019-05-01,2019-05-31,Q14b,without_children,27
Yes,40,all_persons,2019-05-01,2019-05-31,Q14b,with_children_and_adults,13
Yes,40,all_persons,2019-05-01,2019-05-31,Q14b,with_only_children,0
Yes,40,all_persons,2019-05-01,2019-05-31,Q14b,unknown_household_type,0
No,139,all_persons,2019-05-01,2019-05-31,Q14b,without_children,113
No,139,all_persons,2019-05-01,2019-05-31,Q14b,with_children_and_adults,26
No,139,all_persons,2019-05-01,2019-05-31,Q14b,with_only_children,0
No,139,all_persons,2019-05-01,2019-05-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-05-01,2019-05-31,Q14b,unknown_household_type,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q14b,without_children,4
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q14b,with_children_and_adults,2
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q14b,with_only_children,0
Data Not Collected,6,all_persons,2019-05-01,2019-05-31,Q14b,unknown_household_type,0
