conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,167,23,2,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,142
Mental Health Disorder,167,23,2,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Mental Health Disorder,167,23,2,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,32,0,0,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,32
Alcohol Use Disorder,32,0,0,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Alcohol Use Disorder,32,0,0,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
Drug Use Disorder,17,3,0,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,14
Drug Use Disorder,17,3,0,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Drug Use Disorder,17,3,0,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,19
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
Chronic Health Condition,97,11,4,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,82
Chronic Health Condition,97,11,4,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Chronic Health Condition,97,11,4,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
HIV/AIDS,78,5,0,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,73
HIV/AIDS,78,5,0,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
HIV/AIDS,78,5,0,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
Development Disability,39,4,6,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,28
Development Disability,39,4,6,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Development Disability,39,4,6,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,1
Physical Disability,106,12,1,all_persons,2019-05-01,2019-05-31,Q13a1,without_children,93
Physical Disability,106,12,1,all_persons,2019-05-01,2019-05-31,Q13a1,with_only_children,0
Physical Disability,106,12,1,all_persons,2019-05-01,2019-05-31,Q13a1,unknown_household_type,0
