health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2016-02-01,2016-02-29,Q21,at_start,228
MEDICAID,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,22
MEDICAID,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,83
MEDICARE,all_persons,2016-02-01,2016-02-29,Q21,at_start,58
MEDICARE,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,10
MEDICARE,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,8
State Children's Health Insurance Program,all_persons,2016-02-01,2016-02-29,Q21,at_start,9
State Children's Health Insurance Program,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2016-02-01,2016-02-29,Q21,at_start,6
Veteran's Administration (VA) Medical Services,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,3
Employer - Provided Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_start,28
Employer - Provided Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,6
Health Insurance obtained through COBRA,all_persons,2016-02-01,2016-02-29,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_start,29
Private Pay Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,4
Private Pay Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
State Health Insurance for Adults,all_persons,2016-02-01,2016-02-29,Q21,at_start,8
State Health Insurance for Adults,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2016-02-01,2016-02-29,Q21,at_start,1
Indian Health Services Program,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
Other,all_persons,2016-02-01,2016-02-29,Q21,at_start,1
Other,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_start,251
No Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,6
No Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,84
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q21,at_start,2
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2016-02-01,2016-02-29,Q21,at_start,10
Data Not Collected,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,79
Data Not Collected,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,282
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_start,267
1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,21
1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,86
More than 1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_start,46
More than 1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_annual_assessment_for_stayers,8
More than 1 Source of Health Insurance,all_persons,2016-02-01,2016-02-29,Q21,at_exit_for_leavers,8
