persons_served,total,population,start_date,end_date,question,household_type,count
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,without_children,334
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,100
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,0
Adults,435,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,1
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,without_children,0
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,136
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,3
Children,139,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-02-01,2016-02-29,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2016-02-01,2016-02-29,Q7a,without_children,0
Data Not Collected,1,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,127,all_persons,2016-02-01,2016-02-29,Q7a,without_children,75
For PSH and RRH - the total persons served who moved into housing,127,all_persons,2016-02-01,2016-02-29,Q7a,with_children_and_adults,52
For PSH and RRH - the total persons served who moved into housing,127,all_persons,2016-02-01,2016-02-29,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,127,all_persons,2016-02-01,2016-02-29,Q7a,unknown_household_type,0
