conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,4
Mental Health Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,3
Mental Health Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,1
Alcohol Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,3
Alcohol Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,2
Alcohol Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,1
Drug Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,2
Both Alcohol and Drug Use Disorders,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,0
Both Alcohol and Drug Use Disorders,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,0
Both Alcohol and Drug Use Disorders,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,2
Chronic Health Condition,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,2
Chronic Health Condition,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,0
HIV/AIDS,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,1
HIV/AIDS,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,1
HIV/AIDS,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,1
Development Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,1
Development Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_start,3
Physical Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_latest_assessment_for_stayers,3
Physical Disability,veterans,2016-02-01,2016-02-29,Q25e,conditions_at_exit_for_leavers,0
