dv_history,total,population,start_date,end_date,question,household_type,count
Yes,66,all_persons,2016-02-01,2016-02-29,Q14a,without_children,46
Yes,66,all_persons,2016-02-01,2016-02-29,Q14a,with_children_and_adults,20
Yes,66,all_persons,2016-02-01,2016-02-29,Q14a,with_only_children,0
Yes,66,all_persons,2016-02-01,2016-02-29,Q14a,unknown_household_type,0
No,353,all_persons,2016-02-01,2016-02-29,Q14a,without_children,270
No,353,all_persons,2016-02-01,2016-02-29,Q14a,with_children_and_adults,82
No,353,all_persons,2016-02-01,2016-02-29,Q14a,with_only_children,1
No,353,all_persons,2016-02-01,2016-02-29,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-02-01,2016-02-29,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-02-01,2016-02-29,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-02-01,2016-02-29,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-02-01,2016-02-29,Q14a,unknown_household_type,0
Data Not Collected,18,all_persons,2016-02-01,2016-02-29,Q14a,without_children,17
Data Not Collected,18,all_persons,2016-02-01,2016-02-29,Q14a,with_children_and_adults,0
Data Not Collected,18,all_persons,2016-02-01,2016-02-29,Q14a,with_only_children,0
Data Not Collected,18,all_persons,2016-02-01,2016-02-29,Q14a,unknown_household_type,1
