conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,28
Mental Health Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,23
Mental Health Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,5
Alcohol Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,7
Alcohol Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,7
Alcohol Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,1
Drug Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,16
Chronic Health Condition,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,13
Chronic Health Condition,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,3
HIV/AIDS,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,3
Development Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,3
Development Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_start,17
Physical Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_latest_assessment_for_stayers,11
Physical Disability,chronically_homeless,2016-02-01,2016-02-29,Q26e,conditions_at_exit_for_leavers,6
