ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,48,all_households,2016-02-01,2016-02-29,Q26a,without_children,48
Chronically Homeless ,48,all_households,2016-02-01,2016-02-29,Q26a,with_children_and_adults,0
Chronically Homeless ,48,all_households,2016-02-01,2016-02-29,Q26a,with_only_children,0
Chronically Homeless ,48,all_households,2016-02-01,2016-02-29,Q26a,unknown_household_type,0
Not Chronically Homeless,226,all_households,2016-02-01,2016-02-29,Q26a,without_children,165
Not Chronically Homeless,226,all_households,2016-02-01,2016-02-29,Q26a,with_children_and_adults,60
Not Chronically Homeless,226,all_households,2016-02-01,2016-02-29,Q26a,with_only_children,1
Not Chronically Homeless,226,all_households,2016-02-01,2016-02-29,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_households,2016-02-01,2016-02-29,Q26a,without_children,3
Client Doesn't Know/Client Refused,3,all_households,2016-02-01,2016-02-29,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_households,2016-02-01,2016-02-29,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_households,2016-02-01,2016-02-29,Q26a,unknown_household_type,0
Data Not Collected,89,all_households,2016-02-01,2016-02-29,Q26a,without_children,83
Data Not Collected,89,all_households,2016-02-01,2016-02-29,Q26a,with_children_and_adults,6
Data Not Collected,89,all_households,2016-02-01,2016-02-29,Q26a,with_only_children,0
Data Not Collected,89,all_households,2016-02-01,2016-02-29,Q26a,unknown_household_type,0
