conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,46
Mental Health Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,43
Mental Health Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,12
Alcohol Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,11
Alcohol Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,8
Drug Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,8
Drug Use Disorder,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,9
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,9
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,26
Chronic Health Condition,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,25
Chronic Health Condition,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,1
HIV/AIDS,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,14
Development Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,11
Development Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,3
Physical Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_start,30
Physical Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_latest_assessment_for_stayers,25
Physical Disability,chronically_homeless,2018-11-01,2018-11-30,Q26e,conditions_at_exit_for_leavers,5
