conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,122,13,1,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,108
Mental Health Disorder,122,13,1,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Mental Health Disorder,122,13,1,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,21,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,21
Alcohol Use Disorder,21,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Alcohol Use Disorder,21,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Drug Use Disorder,16,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,10
Drug Use Disorder,16,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Drug Use Disorder,16,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,19,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,19
Both Alcohol and Drug Use Disorders,19,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,19,0,0,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Chronic Health Condition,60,8,5,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,47
Chronic Health Condition,60,8,5,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Chronic Health Condition,60,8,5,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
HIV/AIDS,69,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,63
HIV/AIDS,69,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
HIV/AIDS,69,6,0,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Development Disability,26,3,6,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,17
Development Disability,26,3,6,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Development Disability,26,3,6,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
Physical Disability,69,7,3,all_persons,2018-11-01,2018-11-30,Q13c1,without_children,59
Physical Disability,69,7,3,all_persons,2018-11-01,2018-11-30,Q13c1,with_only_children,0
Physical Disability,69,7,3,all_persons,2018-11-01,2018-11-30,Q13c1,unknown_household_type,0
