ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,79,all_households,2018-11-01,2018-11-30,Q26a,without_children,75
Chronically Homeless ,79,all_households,2018-11-01,2018-11-30,Q26a,with_children_and_adults,4
Chronically Homeless ,79,all_households,2018-11-01,2018-11-30,Q26a,with_only_children,0
Chronically Homeless ,79,all_households,2018-11-01,2018-11-30,Q26a,unknown_household_type,0
Not Chronically Homeless,272,all_households,2018-11-01,2018-11-30,Q26a,without_children,192
Not Chronically Homeless,272,all_households,2018-11-01,2018-11-30,Q26a,with_children_and_adults,80
Not Chronically Homeless,272,all_households,2018-11-01,2018-11-30,Q26a,with_only_children,0
Not Chronically Homeless,272,all_households,2018-11-01,2018-11-30,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,10,all_households,2018-11-01,2018-11-30,Q26a,without_children,10
Client Doesn't Know/Client Refused,10,all_households,2018-11-01,2018-11-30,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,10,all_households,2018-11-01,2018-11-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,10,all_households,2018-11-01,2018-11-30,Q26a,unknown_household_type,0
Data Not Collected,12,all_households,2018-11-01,2018-11-30,Q26a,without_children,12
Data Not Collected,12,all_households,2018-11-01,2018-11-30,Q26a,with_children_and_adults,0
Data Not Collected,12,all_households,2018-11-01,2018-11-30,Q26a,with_only_children,0
Data Not Collected,12,all_households,2018-11-01,2018-11-30,Q26a,unknown_household_type,0
