veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_households,2018-11-01,2018-11-30,Q25b,without_children,18
Chronically Homeless Veteran,18,all_households,2018-11-01,2018-11-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,18,all_households,2018-11-01,2018-11-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_households,2018-11-01,2018-11-30,Q25b,without_children,9
Non-Chronically Homeless Veteran,11,all_households,2018-11-01,2018-11-30,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,11,all_households,2018-11-01,2018-11-30,Q25b,unknown_household_type,0
Not a Veteran,343,all_households,2018-11-01,2018-11-30,Q25b,without_children,261
Not a Veteran,343,all_households,2018-11-01,2018-11-30,Q25b,with_children_and_adults,82
Not a Veteran,343,all_households,2018-11-01,2018-11-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_households,2018-11-01,2018-11-30,Q25b,without_children,0
Client Doesn't Know/Client Refused,0,all_households,2018-11-01,2018-11-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_households,2018-11-01,2018-11-30,Q25b,unknown_household_type,0
Data Not Collected,1,all_households,2018-11-01,2018-11-30,Q25b,without_children,1
Data Not Collected,1,all_households,2018-11-01,2018-11-30,Q25b,with_children_and_adults,0
Data Not Collected,1,all_households,2018-11-01,2018-11-30,Q25b,unknown_household_type,0
