health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2018-11-01,2018-11-30,Q21,at_start,334
MEDICAID,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,28
MEDICAID,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,62
MEDICARE,all_persons,2018-11-01,2018-11-30,Q21,at_start,65
MEDICARE,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,13
MEDICARE,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,8
State Children's Health Insurance Program,all_persons,2018-11-01,2018-11-30,Q21,at_start,6
State Children's Health Insurance Program,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2018-11-01,2018-11-30,Q21,at_start,17
Veteran's Administration (VA) Medical Services,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,14
Veteran's Administration (VA) Medical Services,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_start,16
Employer - Provided Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,8
Health Insurance obtained through COBRA,all_persons,2018-11-01,2018-11-30,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
Private Pay Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_start,27
Private Pay Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2018-11-01,2018-11-30,Q21,at_start,7
State Health Insurance for Adults,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,4
Indian Health Services Program,all_persons,2018-11-01,2018-11-30,Q21,at_start,1
Indian Health Services Program,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
Other,all_persons,2018-11-01,2018-11-30,Q21,at_start,4
Other,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,2
No Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_start,233
No Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,13
No Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,51
Client Doesn't Know/Client Refused,all_persons,2018-11-01,2018-11-30,Q21,at_start,3
Client Doesn't Know/Client Refused,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,2
Data Not Collected,all_persons,2018-11-01,2018-11-30,Q21,at_start,17
Data Not Collected,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,69
Data Not Collected,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,1
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-11-01,2018-11-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,414
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_start,362
1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,31
1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,67
More than 1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_start,52
More than 1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_annual_assessment_for_stayers,11
More than 1 Source of Health Insurance,all_persons,2018-11-01,2018-11-30,Q21,at_exit_for_leavers,7
