length,total,population,start_date,end_date,question,status,count
30 days or less,217,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,70
30 days or less,217,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,147
31 to 60 days,73,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,13
31 to 60 days,73,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,60
61 to 90 days,60,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,4
61 to 90 days,60,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,56
91 to 180 days,132,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,32
91 to 180 days,132,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,100
181 to 365 days,57,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,6
181 to 365 days,57,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,51
366 to 730 Days (1-2 Yrs),43,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),43,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,42
"731 to 1,095 Days (2-3 Yrs)",38,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",38,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,38
"1,096 to 1,460 Days (3-4 Yrs)",9,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",9,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,9
"1,461 to 1,825 Days (5-5 Yrs)",2,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,2
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,33
Data Not Collected,0,all_persons,2018-11-01,2018-11-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2018-11-01,2018-11-30,Q22a1,stayers,0
