ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),611,all_persons,2018-11-01,2018-11-30,Q12b,without_children,301
Non-Hispanic/Non-Latin(a)(o)(x),611,all_persons,2018-11-01,2018-11-30,Q12b,with_children_and_adults,299
Non-Hispanic/Non-Latin(a)(o)(x),611,all_persons,2018-11-01,2018-11-30,Q12b,with_only_children,11
Non-Hispanic/Non-Latin(a)(o)(x),611,all_persons,2018-11-01,2018-11-30,Q12b,unknown_household_type,0
Hispanic/Latin(a)(o)(x),51,all_persons,2018-11-01,2018-11-30,Q12b,without_children,18
Hispanic/Latin(a)(o)(x),51,all_persons,2018-11-01,2018-11-30,Q12b,with_children_and_adults,33
Hispanic/Latin(a)(o)(x),51,all_persons,2018-11-01,2018-11-30,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),51,all_persons,2018-11-01,2018-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-11-01,2018-11-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-11-01,2018-11-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-11-01,2018-11-30,Q12b,with_only_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-11-01,2018-11-30,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2018-11-01,2018-11-30,Q12b,without_children,0
Data Not Collected,1,all_persons,2018-11-01,2018-11-30,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-11-01,2018-11-30,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2018-11-01,2018-11-30,Q12b,unknown_household_type,1
