conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,138,17,1,start,2018-11-01,2018-11-30,Q13a1,without_children,120
Mental Health Disorder,138,17,1,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Mental Health Disorder,138,17,1,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,24,0,0,start,2018-11-01,2018-11-30,Q13a1,without_children,24
Alcohol Use Disorder,24,0,0,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Alcohol Use Disorder,24,0,0,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Drug Use Disorder,17,6,0,start,2018-11-01,2018-11-30,Q13a1,without_children,11
Drug Use Disorder,17,6,0,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Drug Use Disorder,17,6,0,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-11-01,2018-11-30,Q13a1,without_children,19
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Chronic Health Condition,65,9,5,start,2018-11-01,2018-11-30,Q13a1,without_children,51
Chronic Health Condition,65,9,5,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Chronic Health Condition,65,9,5,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
HIV/AIDS,69,6,0,start,2018-11-01,2018-11-30,Q13a1,without_children,63
HIV/AIDS,69,6,0,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
HIV/AIDS,69,6,0,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Development Disability,34,4,8,start,2018-11-01,2018-11-30,Q13a1,without_children,22
Development Disability,34,4,8,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Development Disability,34,4,8,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
Physical Disability,84,8,3,start,2018-11-01,2018-11-30,Q13a1,without_children,73
Physical Disability,84,8,3,start,2018-11-01,2018-11-30,Q13a1,with_only_children,0
Physical Disability,84,8,3,start,2018-11-01,2018-11-30,Q13a1,unknown_household_type,0
