count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,277,66,147,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,54
None,277,66,147,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,10
None,277,66,147,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
1 Condition,139,29,6,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,104
1 Condition,139,29,6,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,0
1 Condition,139,29,6,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
2 Conditions,59,5,3,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,51
2 Conditions,59,5,3,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,0
2 Conditions,59,5,3,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
3+ Conditions,48,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,46
3+ Conditions,48,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,0
3+ Conditions,48,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
Condition Unknown,4,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,2
Condition Unknown,4,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,0
Condition Unknown,4,1,1,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,0
Data Not Collected,10,1,4,all_persons,2018-11-01,2018-11-30,Q13c2,without_children,3
Data Not Collected,10,1,4,all_persons,2018-11-01,2018-11-30,Q13c2,with_only_children,1
Data Not Collected,10,1,4,all_persons,2018-11-01,2018-11-30,Q13c2,unknown_household_type,1
