conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,16,4,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,12
Mental Health Disorder,16,4,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Mental Health Disorder,16,4,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,0,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,3
Alcohol Use Disorder,3,0,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Alcohol Use Disorder,3,0,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,1
Drug Use Disorder,1,0,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,1,1,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,0
Both Alcohol and Drug Use Disorders,1,1,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,1,1,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Chronic Health Condition,7,2,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,5
Chronic Health Condition,7,2,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Chronic Health Condition,7,2,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,0
HIV/AIDS,0,0,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Development Disability,8,1,2,exit,2018-11-01,2018-11-30,Q13b1,without_children,5
Development Disability,8,1,2,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Development Disability,8,1,2,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
Physical Disability,15,1,0,exit,2018-11-01,2018-11-30,Q13b1,without_children,14
Physical Disability,15,1,0,exit,2018-11-01,2018-11-30,Q13b1,with_only_children,0
Physical Disability,15,1,0,exit,2018-11-01,2018-11-30,Q13b1,unknown_household_type,0
