gender_identity,total,population,start_date,end_date,question,household_type,count
Male,77,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,73
Male,77,children,2018-04-01,2018-04-30,Q10b,with_only_children,4
Male,77,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
Female,68,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,60
Female,68,children,2018-04-01,2018-04-30,Q10b,with_only_children,8
Female,68,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
No Single Gender,0,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,0
No Single Gender,0,children,2018-04-01,2018-04-30,Q10b,with_only_children,0
No Single Gender,0,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
Questioning,0,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,0
Questioning,0,children,2018-04-01,2018-04-30,Q10b,with_only_children,0
Questioning,0,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
Transgender,0,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,0
Transgender,0,children,2018-04-01,2018-04-30,Q10b,with_only_children,0
Transgender,0,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2018-04-01,2018-04-30,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
Data Not Collected,0,children,2018-04-01,2018-04-30,Q10b,with_children_and_adults,0
Data Not Collected,0,children,2018-04-01,2018-04-30,Q10b,with_only_children,0
Data Not Collected,0,children,2018-04-01,2018-04-30,Q10b,unknown_household_type,0
