conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,21,2,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,19
Mental Health Disorder,21,2,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Mental Health Disorder,21,2,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,3
Alcohol Use Disorder,3,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Alcohol Use Disorder,3,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Drug Use Disorder,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,2
Drug Use Disorder,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Drug Use Disorder,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,1
Both Alcohol and Drug Use Disorders,2,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,2,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Chronic Health Condition,7,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,6
Chronic Health Condition,7,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Chronic Health Condition,7,1,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,0
HIV/AIDS,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Development Disability,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,0
Development Disability,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Development Disability,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
Physical Disability,24,0,1,all_persons,2018-04-01,2018-04-30,Q13b1,without_children,23
Physical Disability,24,0,1,all_persons,2018-04-01,2018-04-30,Q13b1,with_only_children,0
Physical Disability,24,0,1,all_persons,2018-04-01,2018-04-30,Q13b1,unknown_household_type,0
