conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,44
Mental Health Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,40
Mental Health Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,4
Alcohol Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,9
Alcohol Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,9
Alcohol Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,7
Drug Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,6
Drug Use Disorder,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,7
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,7
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,27
Chronic Health Condition,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,22
Chronic Health Condition,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,5
HIV/AIDS,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,6
Development Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,6
Development Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_start,26
Physical Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_latest_assessment_for_stayers,20
Physical Disability,chronically_homeless,2018-04-01,2018-04-30,Q26e,conditions_at_exit_for_leavers,6
