time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,29,all_persons,2018-04-01,2018-04-30,Q22e,without_children,23
7 days or less,29,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,6
7 days or less,29,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
7 days or less,29,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
8 to 14 days,1,all_persons,2018-04-01,2018-04-30,Q22e,without_children,1
8 to 14 days,1,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,0
8 to 14 days,1,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
8 to 14 days,1,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
15 to 21 days,2,all_persons,2018-04-01,2018-04-30,Q22e,without_children,2
15 to 21 days,2,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,0
15 to 21 days,2,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
15 to 21 days,2,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
22 to 30 days,13,all_persons,2018-04-01,2018-04-30,Q22e,without_children,5
22 to 30 days,13,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,8
22 to 30 days,13,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
22 to 30 days,13,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
31 to 60 days,21,all_persons,2018-04-01,2018-04-30,Q22e,without_children,20
31 to 60 days,21,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,1
31 to 60 days,21,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
31 to 60 days,21,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
61 to 180 days,77,all_persons,2018-04-01,2018-04-30,Q22e,without_children,52
61 to 180 days,77,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,25
61 to 180 days,77,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
61 to 180 days,77,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
181 to 365 days,35,all_persons,2018-04-01,2018-04-30,Q22e,without_children,14
181 to 365 days,35,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,21
181 to 365 days,35,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
181 to 365 days,35,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),23,all_persons,2018-04-01,2018-04-30,Q22e,without_children,21
366-730 days (1-2 years),23,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,2
366-730 days (1-2 years),23,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
366-730 days (1-2 years),23,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
731 days or more,41,all_persons,2018-04-01,2018-04-30,Q22e,without_children,32
731 days or more,41,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,9
731 days or more,41,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
731 days or more,41,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
Total (persons moved into housing),242,all_persons,2018-04-01,2018-04-30,Q22e,without_children,170
Total (persons moved into housing),242,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,72
Total (persons moved into housing),242,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
Total (persons moved into housing),242,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
Not yet moved into housing,27,all_persons,2018-04-01,2018-04-30,Q22e,without_children,3
Not yet moved into housing,27,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,24
Not yet moved into housing,27,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
Not yet moved into housing,27,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
Data not collected,8,all_persons,2018-04-01,2018-04-30,Q22e,without_children,5
Data not collected,8,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,3
Data not collected,8,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
Data not collected,8,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
Total persons,277,all_persons,2018-04-01,2018-04-30,Q22e,without_children,178
Total persons,277,all_persons,2018-04-01,2018-04-30,Q22e,with_children_and_adults,99
Total persons,277,all_persons,2018-04-01,2018-04-30,Q22e,with_only_children,0
Total persons,277,all_persons,2018-04-01,2018-04-30,Q22e,unknown_household_type,0
