count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,52,5,12,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,35
None,52,5,12,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
None,52,5,12,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
1 Condition,33,1,1,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,31
1 Condition,33,1,1,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
1 Condition,33,1,1,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
2 Conditions,11,2,0,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,9
2 Conditions,11,2,0,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
2 Conditions,11,2,0,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
3+ Conditions,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,2
3+ Conditions,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
3+ Conditions,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
Condition Unknown,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,2
Condition Unknown,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
Condition Unknown,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
Data Not Collected,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,without_children,2
Data Not Collected,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,with_only_children,0
Data Not Collected,2,0,0,all_persons,2018-04-01,2018-04-30,Q13b2,unknown_household_type,0
