age_group,total,population,start_date,end_date,question,household_type,count
0 - 17,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,0
0 - 17,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,8
0 - 17,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
0 - 17,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
18 - 24,1,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,1
18 - 24,1,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,0
18 - 24,1,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
18 - 24,1,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
25 - 34,12,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,9
25 - 34,12,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,3
25 - 34,12,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
25 - 34,12,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
35 - 44,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,7
35 - 44,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,1
35 - 44,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
35 - 44,8,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
45 - 54,16,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,15
45 - 54,16,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,1
45 - 54,16,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
45 - 54,16,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
55 - 61,25,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,24
55 - 61,25,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,1
55 - 61,25,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
55 - 61,25,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
62 +,11,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,11
62 +,11,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,0
62 +,11,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
62 +,11,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
Client Doesn't Know/Client Refused,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
Data Not Collected,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,without_children,0
Data Not Collected,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_children_and_adults,0
Data Not Collected,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,with_only_children,0
Data Not Collected,0,chronically_homeless,2018-04-01,2018-04-30,Q26d,unknown_household_type,0
