number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,95
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,4
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,19
Adults with Only Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,109
Adults with Only Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,27
Adults with Only Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,11
Adults with Both Earned and Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,14
Adults with Both Earned and Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,175
Adults with No Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,52
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,201
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,69
Number of Adult Stayers without Required Annual Assessment,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,403
Total Adults,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,314
Total Adults,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,89
1 or More Source of Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,231
1 or More Source of Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,34
1 or More Source of Income,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,35
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_annual_assessment_stayers,44
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2018-04-01,2018-04-30,Q18,number_of_adults_at_exit_leavers,0
